review_id,review_date,student_id,course_id,instructor_id,rating_score,clean_text,sentiment_label,sentiment_score,dominant_topic,keyword_tags,confidence_level
2417,11/17/2024,1406,57,58,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456726
2418,12/12/2024,1218,115,10,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563216
2419,8/29/2024,1448,66,6,4,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8998775
2420,9/28/2024,1120,101,50,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522905
2421,11/1/2024,422,17,27,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856319
2422,6/14/2024,444,47,30,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522774
2423,9/23/2024,966,145,29,4,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88499916
2424,1/7/2025,1017,93,57,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083413
2425,10/5/2024,1522,48,34,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399098
2426,11/18/2024,2901,9,42,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646634
2427,7/26/2024,2615,78,39,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108345
2428,7/16/2024,2828,29,73,3,instructor fine pace felt bit off,Neutral,0.4166666666666667,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88533765
2429,3/22/2025,1726,83,27,4,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2430,2/16/2025,318,35,35,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856321
2431,6/26/2024,1130,87,65,3,course okay i expected more practical examples,Neutral,0.3,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8995957
2432,1/14/2025,909,66,68,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991003
2433,4/14/2025,1560,20,10,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988595
2434,4/29/2025,2919,142,70,3,instructor fine pace felt bit off,Neutral,0.4166666666666667,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88533837
2435,4/13/2025,2700,7,41,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
2436,11/19/2024,1440,2,70,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856323
2437,12/11/2024,2198,147,14,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.9110487
2438,8/17/2024,701,86,70,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845678
2439,11/5/2024,2957,137,6,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991003
2440,5/14/2024,2360,11,9,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522965
2441,9/20/2024,2408,11,71,5,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2442,12/12/2024,1379,63,53,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.88546747
2443,3/28/2025,1823,142,22,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988595
2444,10/22/2024,861,108,5,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991003
2445,9/28/2024,2574,110,14,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664662
2446,12/10/2024,1846,40,35,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86645335
2447,3/2/2025,2851,114,60,1,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108341
2448,1/1/2025,2848,21,4,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845665
2449,8/14/2024,1451,24,41,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988583
2450,8/7/2024,883,130,7,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664663
2451,8/4/2024,880,111,37,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083425
2452,4/21/2025,581,3,33,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563234
2453,4/29/2025,1981,44,36,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.9110487
2454,7/24/2024,2831,123,34,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664664
2455,7/9/2024,871,122,52,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646634
2456,6/4/2024,2989,5,67,5,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2457,2/26/2025,1670,88,3,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083425
2458,1/10/2025,2598,3,40,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852288
2459,8/15/2024,1816,5,14,1,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108341
2460,3/9/2025,2029,138,72,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852285
2461,5/2/2025,2768,140,64,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856316
2462,8/8/2024,1777,13,36,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108344
2463,9/28/2024,2220,131,25,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522875
2464,10/25/2024,1362,102,25,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852291
2465,12/27/2024,882,115,7,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
2466,7/3/2024,530,91,60,4,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88499975
2467,3/11/2025,2281,28,23,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646545
2468,4/25/2025,1023,98,72,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646616
2469,12/4/2024,1999,104,37,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646646
2470,6/16/2024,555,70,42,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.88546747
2471,8/8/2024,2535,51,52,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522756
2472,7/10/2024,1685,27,73,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8998841
2473,3/28/2025,1611,51,26,1,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083395
2474,1/20/2025,378,144,41,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8849036
2475,11/28/2024,1772,66,59,5,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2476,8/30/2024,1853,103,14,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522875
2477,2/26/2025,2345,131,37,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.9110484
2478,5/20/2024,2662,64,72,1,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988595
2479,11/9/2024,2063,141,7,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856316
2480,5/24/2024,2722,76,49,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664662
2481,8/4/2024,2706,99,46,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083425
2482,9/17/2024,2780,137,7,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88490474
2483,8/17/2024,1393,24,41,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.884903
2484,10/29/2024,1502,36,59,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991
2485,10/1/2024,142,108,42,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399099
2486,7/28/2024,1834,107,11,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.89987844
2487,1/26/2025,290,100,64,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845675
2488,5/30/2024,499,141,39,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991
2489,12/5/2024,2421,110,48,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.885632
2490,4/2/2025,2832,12,20,4,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88499844
2491,1/26/2025,1292,36,58,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563204
2492,2/28/2025,2549,90,4,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991
2493,4/14/2025,832,64,50,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522893
2494,12/29/2024,2463,93,6,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083395
2495,10/6/2024,1694,95,51,3,course okay i expected more practical examples,Neutral,0.3,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8995953
2496,9/27/2024,2405,28,7,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
2497,12/15/2024,2179,27,17,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
2498,11/28/2024,1120,112,31,1,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108345
2499,9/3/2024,571,119,34,3,course okay i expected more practical examples,Neutral,0.3,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.89959586
2500,3/12/2025,715,43,58,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8849053
2501,9/23/2024,1951,63,14,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646616
2502,4/1/2025,2105,91,61,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8849018
2503,4/16/2025,2377,6,4,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.9110483
2504,8/9/2024,281,37,67,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845296
2505,6/2/2024,161,10,42,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8854663
2506,5/14/2025,2319,121,9,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.885632
2507,6/7/2024,90,101,72,3,instructor fine pace felt bit off,Neutral,0.4166666666666667,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8853366
2508,3/5/2025,2238,148,60,4,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2509,1/25/2025,397,122,41,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88490504
2510,9/27/2024,2360,53,34,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988583
2511,12/2/2024,1725,138,54,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399098
2512,7/25/2024,868,124,7,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988583
2513,6/15/2024,982,9,58,4,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.89987695
2514,8/21/2024,1325,124,54,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88490534
2515,1/13/2025,2434,15,1,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8998804
2516,12/28/2024,2421,113,29,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8849008
2517,3/5/2025,639,15,63,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.884566
2518,3/27/2025,311,101,49,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.885467
2519,6/9/2024,1221,139,35,3,course okay i expected more practical examples,Neutral,0.3,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8995962
2520,7/1/2024,2594,114,14,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88454175
2521,5/2/2025,970,47,8,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.885467
2522,3/25/2025,2346,24,65,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.866466
2523,6/24/2024,181,127,17,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108343
2524,5/27/2024,1967,43,44,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664659
2525,8/19/2024,1281,76,41,5,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2526,12/19/2024,710,146,18,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563216
2527,3/16/2025,393,99,63,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8849973
2528,4/14/2025,1226,16,45,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.89987856
2529,7/20/2024,2665,36,10,3,instructor fine pace felt bit off,Neutral,0.4166666666666667,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88533825
2530,2/22/2025,1774,14,72,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399098
2531,8/26/2024,969,69,15,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856323
2532,3/16/2025,2744,79,14,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.8998858
2533,5/9/2025,649,78,2,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.9110486
2534,12/12/2024,2195,33,43,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856319
2535,8/31/2024,214,127,16,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845637
2536,9/11/2024,225,123,59,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
2537,1/9/2025,1959,121,19,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.885467
2538,4/15/2025,2626,108,43,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.88546664
2539,2/6/2025,2409,100,40,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646634
2540,1/22/2025,3000,137,66,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8849048
2541,6/1/2024,1597,60,75,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108344
2542,1/17/2025,2043,110,24,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522804
2543,7/16/2024,203,47,61,4,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.89988416
2544,5/17/2024,1988,53,31,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563246
2545,2/23/2025,2927,123,49,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88490266
2546,9/8/2024,938,135,66,4,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2547,2/11/2025,1425,30,72,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108346
2548,1/28/2025,1631,89,52,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988595
2549,1/21/2025,1884,58,44,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991003
2550,4/8/2025,2299,109,72,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664664
2551,4/9/2025,1391,135,51,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991
2552,5/8/2025,2833,147,55,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8850018
2553,1/29/2025,1161,133,56,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852281
2554,6/19/2024,2593,34,26,4,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2555,5/5/2025,67,95,43,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8849031
2556,9/14/2024,2596,68,25,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456774
2557,9/19/2024,1623,142,17,5,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2558,7/25/2024,1157,67,40,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456637
2559,5/8/2025,2178,2,62,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852294
2560,8/23/2024,2139,136,73,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563156
2561,4/22/2025,411,82,70,5,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
2562,8/21/2024,897,42,27,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.89988416
2563,8/12/2024,1584,5,45,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456696
2564,3/13/2025,1308,55,51,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856325
2565,6/15/2024,203,10,5,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856325
2566,1/23/2025,104,70,58,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563156
2567,9/23/2024,38,14,12,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988583
2568,11/4/2024,191,37,58,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.89987785
2569,10/29/2024,2808,73,39,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456684
2570,12/4/2024,727,100,52,3,instructor fine pace felt bit off,Neutral,0.4166666666666667,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88533735
2571,3/29/2025,993,100,70,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988565
2572,12/31/2024,1640,66,30,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.91104835
2573,9/17/2024,1242,4,61,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522786
2574,11/26/2024,2049,94,7,3,course okay i expected more practical examples,Neutral,0.3,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8995957
2575,10/2/2024,691,125,67,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88500077
2576,2/2/2025,2011,37,55,1,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988595
2577,8/19/2024,2105,60,61,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856319
2578,12/13/2024,2703,64,30,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646634
2579,7/24/2024,1493,83,22,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664664
